new_id,itemid
214,204892032
215,205225001
216,211143022
217,211143023
218,211143037
219,211143040
220,212042036
221,212042043
222,212629004
223,212629031
224,212629033
225,212629035
226,212629036
227,212629040
228,212629043
229,212629047
230,212629048
231,212629049
232,212629050
233,212629051
234,212766041
235,212766042
236,212766043
237,212766045
238,212766046
239,213690001
240,213691001
241,213691075
242,213691080
243,213691083
244,214844001
245,214844002
246,214844003
247,214844004
248,214844008
249,215303001
250,215303002
251,215303005
252,215324023
253,215337001
254,215337003
255,215337038
256,215337039
257,215337059
258,215589001
259,215589002
260,216081011
261,216961011
262,217207045
263,217207047
264,217207048
265,217727002
266,217727003
267,217727018
268,218354001
269,218354020
270,218354021
271,218354045
272,218354047
273,218829002
274,218829014
275,218829015
276,219075014
277,219075017
278,219075021
279,219075023
280,219075028
281,220094001
282,220094010
283,220094011
284,220094015
285,220094016
286,220094018
287,220094019
288,220094020
289,220094021
290,220365001
291,220365002
292,220365004
293,220365007
294,224314007
295,224314011
296,224314013
297,224314016
298,224314017
299,224314018
300,224337001
301,224337008
302,224521001
303,224521007
304,224606019
305,224606025
306,224606031
307,225784001
308,225784023
309,225784037
310,225784039
311,225784040
312,225784043
313,225784044
314,225784045
315,226011008
316,226959007
317,226959008
318,226959009
319,228257001
320,228257002
321,228257003
322,228257004
323,228257005
324,228257008
325,233091003
326,233091016
327,233091019
328,233091020
329,233091021
330,233091022
331,234187001
332,234187030
333,234421001
334,234421002
335,234421004
336,234432001
337,234432002
338,234622003
339,234622004
340,234622007
341,235596002
342,235732026
343,235732029
344,237032003
345,237222001
346,237222012
347,237222016
348,237347004
349,237347011
350,237347017
351,237347022
352,237347024
353,237347025
354,237347028
355,237347031
356,237347035
357,237347036
358,237347037
359,237347039
360,237347040
361,237347043
362,237347044
363,237347045
364,237347052
365,237347053
366,237347055
367,237347059
368,237347060
369,237347063
370,237347069
371,238197014
372,240561001
373,240670058
374,240670060
375,241412037
376,241412038
377,241412043
378,241412044
379,241412045
380,241412046
381,241412052
382,241436001
383,241436006
384,241486015
385,241486016
386,241590001
387,241602003
388,241602018
389,241602023
390,241602024
391,241602027
392,241602028
393,242354009
394,243613004
395,243937001
396,243937018
397,243937023
398,243937024
399,243937025
400,243937028
401,244267001
402,244267004
403,244267017
404,244267021
405,244267027
406,244267028
407,244267029
408,244267032
409,244269018
410,244269019
411,244269020
412,244853002
413,244853030
414,244853036
415,247072018
416,247072020
417,247072025
418,247072026
419,247072031
420,247072032
421,249136006
422,249136011
423,249136015
424,249136020
425,249136022
426,249136023
427,249136025
428,249136028
429,249136034
430,250099001
431,250099002
432,250457010
433,251510001
434,252298002
435,252298005
436,252298006
437,252298013
438,252298014
439,252298015
440,252298016
441,253176016
442,253448001
443,253448002
444,253448003
445,253448056
446,253448059
447,253448062
448,254303050
449,254303051
450,254303054
451,254303055
452,254303056
453,254303057
454,254303058
455,254303059
456,254457031
457,254457037
458,254457038
459,254457039
460,254940026
461,255396006
462,255396010
463,255396023
464,255396033
465,255396042
466,256096022
467,256096023
468,256151014
469,256151015
470,256511038
471,256511039
472,256513038
473,257430026
474,257430029
475,257430030
476,257430035
477,257430036
478,257667055
479,257667061
480,260736025
481,260736028
482,260736029
483,260736030
484,261526007
485,261526010
486,261606001
487,261606016
488,261606022
489,261840008
490,261840009
491,262277009
492,262277011
493,262277026
494,262277029
495,264713001
496,264984001
497,265069020
498,265069024
499,265069025
500,265071012
501,265071013
502,265071020
503,265071022
504,265071027
505,265071028
506,265071030
507,265071034
508,265630004
509,265630006
510,266168001
511,266168003
512,266873001
513,266873006
514,266873009
515,266875001
516,266875006
517,266875012
518,266875014
519,266875015
520,266875019
521,266875022
522,266875024
523,268305001
524,268305006
525,268305007
526,268305008
527,268450034
528,268450036
529,269342026
530,269342027
531,270375001
532,270375004
533,270375005
534,270375006
535,270381001
536,270381003
537,270381004
538,270381007
539,270381013
540,270382001
541,270382004
542,272591001
543,272591016
544,272591029
545,275362021
546,275362022
547,276242024
548,276242025
549,276242026
550,276540021
551,277738002
552,277738011
553,278038005
554,278038027
555,278038029
556,278038031
557,278038035
558,278038036
559,278811002
560,278811006
561,278811007
562,278811009
563,278811010
564,278811011
565,280256001
566,282832001
567,282832014
568,282832015
569,282832017
570,282832018
571,282832019
572,282832021
573,282832022
574,283236014
575,283236018
576,283236020
577,283236026
578,283236027
579,283236028
580,283236029
581,283236034
582,283937018
583,284985037
584,284985044
585,284985045
586,285143024
587,285602012
588,286536007
589,287645002
590,287645003
591,287645013
592,287645023
593,287645027
594,287645029
595,287645031
596,288575010
597,288575011
598,288825017
599,288825018
600,288825019
601,288825021
602,288825022
603,288825024
604,288825029
605,288859004
606,288859009
607,288859013
608,288859017
609,288859018
610,289597015
611,289597016
612,289597022
613,289834016
614,290022001
615,290519008
616,290519014
617,290519019
618,290519024
619,290675006
620,291333007
621,291333012
622,291333013
623,291333014
624,291333015
625,291333016
626,291333018
627,291333019
628,291333021
629,291333023
630,291338004
631,291338005
632,291338011
633,291338012
634,291338017
635,291338018
636,291338020
637,291338022
638,291338023
639,291338024
640,291338025
641,291338026
642,291338031
643,291338032
644,291338033
645,291338034
646,291338035
647,292453003
648,292453009
649,292453011
650,292453013
651,292453014
652,292453015
653,292453025
654,292453028
655,292453031
656,292453034
657,292551001
658,292551012
659,292551014
660,293244001
661,293244002
662,293244003
663,293244008
664,293244010
665,293433001
666,293433002
667,293433018
668,293433024
669,293433026
670,293433027
671,293433029
672,293433042
673,293433043
674,293433044
675,293433045
676,293433046
677,293433047
678,293433048
679,293433049
680,293433050
681,293433054
682,293433055
683,293433057
684,293433061
685,293510001
686,293510002
687,293510004
688,293510007
689,293510008
690,293510009
691,293510013
692,293510015
693,293510016
694,293510018
695,294008002
696,294008005
697,294008040
698,294008044
699,294008047
700,294008050
701,294008056
702,294076007
703,294076018
704,294237001
705,294895011
706,295873003
707,296366006
708,296366013
709,296366024
710,296366031
711,296366032
712,296366034
713,296375018
714,296471021
715,296476012
716,296476013
717,296476014
718,296476015
719,296476017
720,296476018
721,296476019
722,296476022
723,297067002
724,297067003
725,297078001
726,297078002
727,297078005
728,297078008
729,297791001
730,297791002
731,297796002
732,297898002
733,299668015
734,299733001
735,299733007
736,299733008
737,299768001
738,299768002
739,299841003
740,299841004
741,300024006
742,300024009
743,300024013
744,300024016
745,300024017
746,300024037
747,300024042
748,300024045
749,300024047
750,300024048
751,300024056
752,300024058
753,300024063
754,300024064
755,300637004
756,300696001
757,300907006
758,300908002
759,300908003
760,300908004
761,300908009
762,300908010
763,301213001
764,301213007
765,301213011
766,301213013
767,301213014
768,301227002
769,301227017
770,301227019
771,301227023
772,301364029
773,301517004
774,301517018
775,301517036
776,301656013
777,301656017
778,301656018
779,301656026
780,301656028
781,301656029
782,301668005
783,301687001
784,301687009
785,301687012
786,301687016
787,301687018
788,302311026
789,302334001
790,302334003
791,304692003
792,304766008
793,304766009
794,304778008
795,304778009
796,304778010
797,304778011
798,304786005
799,304786006
800,304786007
801,304786008
802,304946034
803,305304008
804,305304010
805,305304019
806,305304020
807,305305010
808,305584002
809,305775003
810,305775005
811,305775022
812,305775024
813,305775025
814,305775031
815,305775032
816,305775041
817,305931001
818,306307002
819,306307005
820,306307019
821,306307020
822,306307076
823,306847002
824,306847007
825,306847008
826,306847009
827,306847010
828,306847011
829,306847013
830,307239001
831,307239004
832,307239005
833,307239010
834,307656008
835,307656018
836,307656020
837,307656023
838,307656027
839,307656029
840,307952006
841,308154005
842,308154007
843,308158008
844,308158009
845,308158016
846,309434010
847,309434011
848,309434013
849,309434014
850,309434015
851,309509009
852,309864002
853,309864010
854,309864011
855,309864012
856,309864013
857,309864014
858,309864016
859,310091019
860,310091025
861,310091032
862,310091033
863,310091034
864,310091035
865,310091036
866,310091038
867,310091039
868,310091040
869,310091041
870,310091042
871,310091043
872,311059028
873,311059029
874,311059031
875,311059032
876,312058003
877,312543001
878,312543004
879,312543005
880,312829007
881,312829010
882,312829011
883,312878001
884,312878005
885,312878010
886,315352006
887,315352008
888,315497001
889,315497012
890,315497018
891,315509001
892,315509020
893,315509024
894,315509033
895,315795001
896,315795004
897,315795005
898,315987003
899,315987004
900,315987005
901,315987014
902,315987015
903,316008005
904,316085001
905,316085002
906,316085013
907,316441001
908,316441005
909,316441008
910,316441011
911,316441012
912,316441023
913,316441024
914,316441025
915,316441033
916,316441034
917,316441036
918,316441038
919,316441039
920,316471020
921,316553025
922,316553027
923,316553030
924,316657001
925,316657008
926,316657010
927,316657013
928,316657015
929,317055012
930,317348002
931,317812001
932,317812011
933,317812012
934,318035003
935,318035017
936,318035018
937,318035022
938,318035023
939,318035025
940,318035026
941,318066004
942,318066006
943,318066013
944,318066014
945,318066016
946,318238001
947,318914001
948,318914012
949,318914017
950,318914019
951,318914025
952,318914026
953,318914029
954,318951002
955,318951019
956,318951020
957,318951023
958,318951024
959,318951025
960,318951026
961,318951032
962,319811019
963,319811024
964,319811026
965,319811027
966,319906001
967,319906002
968,319906005
969,319906006
970,319906007
971,319906008
972,319906009
973,320524003
974,320880001
975,321249006
976,321249007
977,321249009
978,321249010
979,321591012
980,321591013
981,322017003
982,322017029
983,322017030
984,322017038
985,322017039
986,322017040
987,322017043
988,322322009
989,322322010
990,322322012
991,322322016
992,323274002
993,324502001
994,324502003
995,324502008
996,324502017
997,324502018
998,324502019
999,324946001
1000,324963007
1001,324963025
1002,324963026
1003,324963028
1004,324963029
1005,324963030
1006,324963035
1007,324963036
1008,324963040
1009,324963051
1010,324963052
1011,324963055
1012,325027011
1013,325087002
1014,325087018
1015,325087036
1016,325087041
1017,325087043
1018,325087044
1019,325087045
1020,325542015
1021,325542018
1022,325542020
1023,326885002
1024,326885010
1025,326885016
1026,326885022
1027,326885026
1028,326885027
1029,326885032
1030,326885036
1031,326885037
1032,326885038
1033,326885046
1034,326885049
1035,326885050
1036,326885051
1037,326885053
1038,326885054
1039,327144031
1040,327144032
1041,327144033
1042,327144036
1043,327144038
1044,327144039
1045,327144042
1046,327310001
1047,327310002
1048,327310014
1049,327310015
1050,327310016
1051,327368019
1052,327821020
1053,327821026
1054,327821029
1055,327821030
1056,327821034
1057,327821035
1058,327821037
1059,327821045
1060,329052020
1061,331072001
1062,331072005
1063,331093001
1064,331093002
1065,331093006
1066,331474020
1067,331474021
1068,331474022
1069,331474024
1070,331474025
1071,331474027
1072,331474029
1073,331474030
1074,331474033
1075,331474035
1076,331474038
1077,331474039
1078,332055004
1079,333159002
1080,333323008
1081,333323015
1082,333323018
1083,333323019
1084,333323020
1085,333323030
1086,333323038
1087,333323040
1088,333323043
1089,333353009
1090,334077001
1091,335037001
1092,335037004
1093,335037005
1094,335991001
1095,336125002
1096,336881001
1097,337777001
1098,337777004
1099,337777012
1100,337777013
1101,337777014
1102,337777015
1103,337777016
1104,337991001
1105,337991002
1106,337991005
1107,337991006
1108,337991007
1109,337991009
1110,337991010
1111,338016001
1112,338016003
1113,338016009
1114,338016011
1115,338400001
1116,338400003
1117,338400004
1118,338400005
1119,339252001
1120,339252007
1121,339252009
1122,341129001
1123,341186001
1124,341242001
1125,341242006
1126,341242007
1127,341242009
1128,341242012
1129,341242013
1130,341242015
1131,341242016
1132,341242019
1133,341242026
1134,341452001
1135,341782018
1136,341782022
1137,341782023
1138,341782032
1139,341782033
1140,341782043
1141,341782044
1142,341909034
1143,341909036
1144,341909045
1145,341909048
1146,341917002
1147,342034003
1148,342034014
1149,342034016
1150,342034017
1151,342034019
1152,342034027
1153,342060001
1154,342345025
1155,342345026
1156,342434002
1157,342434003
1158,342434007
1159,342840001
1160,343973008
1161,343973009
1162,343973011
1163,344625009
1164,344627006
1165,344956009
1166,344956011
1167,344956021
1168,344956023
1169,344956026
1170,345815002
1171,345830024
1172,345830025
1173,345830027
1174,345830028
1175,345830029
1176,345830031
1177,345830036
1178,345830037
1179,345922004
1180,345922005
1181,345922011
1182,346539014
1183,346539021
1184,347182012
1185,347200001
1186,347975001
1187,347983037
1188,347983038
1189,347983039
1190,347983047
1191,348168005
1192,348330026
1193,348330027
1194,348330033
1195,348330037
1196,348330039
1197,348330041
1198,348330042
1199,348330043
1200,348330044
1201,348330045
1202,348330048
1203,348330049
1204,348442015
1205,348657006
1206,348870001
1207,348870008
1208,348870009
1209,348870011
1210,348995027
1211,348995028
1212,349080001
1213,349301001
1214,349301010
1215,349301011
1216,349301014
1217,349301016
1218,349301022
1219,349301024
1220,349301025
1221,349301028
1222,349301029
1223,349301030
1224,349301032
1225,349301040
1226,349301041
1227,349301045
1228,349301046
1229,349301047
1230,349301048
1231,349669006
1232,349669007
1233,350082029
1234,350082034
1235,350135017
1236,350135018
1237,350911001
1238,350911002
1239,350911004
1240,350911006
1241,350911007
1242,350911008
1243,350911009
1244,350911010
1245,350911012
1246,351098028
1247,351182003
1248,351182006
1249,351332007
1250,351462009
1251,351484002
1252,351484009
1253,351484012
1254,351484013
1255,351484014
1256,351484026
1257,351484027
1258,351484028
1259,351484033
1260,351484034
1261,351484037
1262,351484039
1263,351484041
1264,351484042
1265,351771044
1266,351914044
1267,351933001
1268,351933029
1269,351933038
1270,351933041
1271,351933046
1272,351933051
1273,351933052
1274,352811001
1275,352811025
1276,352811039
1277,354041001
1278,354246002
1279,354246012
1280,354246014
1281,354246017
1282,354246018
1283,354246019
1284,354246021
1285,354307004
1286,354307008
1287,355062002
1288,355062004
1289,355072001
1290,355072002
1291,355072003
1292,355072004
1293,355072031
1294,355072045
1295,355307042
1296,355307052
1297,355307053
1298,355325001
1299,355325003
1300,355421003
1301,355421004
1302,355569001
1303,355569002
1304,355569004
1305,355569005
1306,355569011
1307,355569043
1308,355569046
1309,356174004
1310,356289005
1311,356289021
1312,356289060
1313,356289064
1314,356289065
1315,356289068
1316,356289075
1317,356289076
1318,356289077
1319,356438015
1320,356438016
1321,356438017
1322,356438023
1323,356693020
1324,357130011
1325,357130017
1326,357751001
1327,357751002
1328,357751003
1329,357792003
1330,357792004
1331,357792006
1332,357792007
1333,357792008
1334,357792009
1335,357792011
1336,358254004
1337,358383017
1338,358383021
1339,358483006
1340,358483007
1341,358753001
1342,358753005
1343,359043005
1344,359043007
1345,359043008
1346,359504016
1347,359504019
1348,359804002
1349,359909001
1350,359909035
1351,360295023
1352,360859003
1353,360859004
1354,360859006
1355,360950004
1356,360950007
1357,360950008
1358,360950014
1359,360950016
1360,361401005
1361,361467038
1362,361531002
1363,361531003
1364,361531012
1365,362219001
1366,362219002
1367,362931025
1368,362931027
1369,362931028
1370,362997001
1371,362997005
1372,362997009
1373,362997010
1374,362997011
1375,362997012
1376,362997013
1377,364297017
1378,364297018
1379,364297029
1380,364297030
1381,364409033
1382,364409038
1383,364409039
1384,364409044
1385,365025018
1386,365102023
1387,365102042
1388,365102043
1389,365439052
1390,365439057
1391,365439058
1392,366686001
1393,366686005
1394,366686011
1395,366686017
1396,366686022
1397,366686023
1398,366686024
1399,366686025
1400,366686026
1401,366859017
1402,366859020
1403,366859023
1404,366859031
1405,366859032
1406,366859033
1407,366859034
1408,367372001
1409,367376002
1410,368038004
1411,368038005
1412,368038011
1413,368300006
1414,368300011
1415,368300014
1416,368300015
1417,368300022
1418,368505006
1419,368979001
1420,369423002
1421,369423004
1422,369796004
1423,369796007
1424,369796023
1425,369796024
1426,369796025
1427,369796026
1428,369796027
1429,369796032
1430,369796035
1431,370594006
1432,370594007
1433,370594017
1434,370594018
1435,370594020
1436,370594021
1437,370594023
1438,370737001
1439,370868011
1440,370868013
1441,372008001
1442,372008010
1443,372008011
1444,372008012
1445,372576010
1446,372576013
1447,372576016
1448,372576017
1449,372628013
1450,372628015
1451,372628016
1452,372628017
1453,372628019
1454,372628020
1455,372860001
1456,372860002
1457,372860024
1458,372860041
1459,372860043
1460,372860051
1461,372860052
1462,372860062
1463,372860063
1464,372860068
1465,372860069
1466,372860072
1467,372860073
1468,372860076
1469,373493008
1470,373493009
1471,373493010
1472,373506001
1473,373506004
1474,373506008
1475,373506018
1476,373506019
1477,373506023
1478,373506024
1479,373506025
1480,373506026
1481,373506027
1482,373698005
1483,374762001
1484,375248006
1485,375248009
1486,375248010
1487,375248012
1488,375248020
1489,375248021
1490,375248022
1491,375248023
1492,375248024
1493,375248026
1494,375248028
1495,375248029
1496,375585001
1497,375585023
1498,375585024
1499,375585026
1500,375585027
1501,375849011
1502,375849019
1503,375849021
1504,375917001
1505,375917005
1506,375917006
1507,375917007
1508,375917009
1509,376172001
1510,376172002
1511,376172003
1512,376172006
1513,377277001
1514,377277002
1515,377277016
1516,377277018
1517,377277020
1518,377277024
1519,377277025
1520,377277027
1521,377277031
1522,377277033
1523,377277034
1524,377277035
1525,377277036
1526,377277037
1527,377277038
1528,377289002
1529,377436002
1530,377436007
1531,377436011
1532,377436014
1533,378124004
1534,378124007
1535,378124009
1536,378124012
1537,378124013
1538,378124014
1539,378135002
1540,378135003
1541,378135021
1542,378135028
1543,378135029
1544,378135030
1545,378135031
1546,378135032
1547,378135033
1548,378135034
1549,378135036
1550,378135037
1551,378447002
1552,378447003
1553,378447004
1554,378447006
1555,378447028
1556,378447029
1557,378447030
1558,378447031
1559,378447033
1560,378447034
1561,378447036
1562,378447041
1563,378447042
1564,378447043
1565,378447046
1566,378447050
1567,378447055
1568,378447056
1569,378719001
1570,379360015
1571,379360022
1572,379360023
1573,379360031
1574,379360032
1575,379360033
1576,379360034
1577,379360038
1578,379360043
1579,379360048
1580,379360052
1581,379360053
1582,379780019
1583,379780024
1584,379780027
1585,379780038
1586,379780039
1587,379780040
1588,379780042
1589,379780043
1590,379780045
1591,379780048
1592,379780051
1593,379963002
1594,380193006
1595,380193010
1596,380193014
1597,380193015
1598,380609001
1599,380609008
1600,380609010
1601,380609021
1602,380609036
1603,380609037
1604,380609038
1605,381038003
1606,381038004
1607,381038018
1608,381038025
1609,381038026
1610,381038033
1611,381187001
1612,381187006
1613,382127019
1614,382127027
1615,382127032
1616,382127035
1617,382127039
1618,382127040
1619,382468007
1620,383152002
1621,383152003
1622,383569008
1623,383569009
1624,384263010
1625,384263013
1626,384482001
1627,384482002
1628,384482003
1629,384482006
1630,384482008
1631,384482009
1632,384482010
1633,384654004
1634,384654009
1635,384654021
1636,384654022
1637,384654023
1638,384851001
1639,384851013
1640,384851019
1641,384851022
1642,384851023
1643,386399009
1644,386463001
1645,386463006
1646,386463014
1647,386678001
1648,386678003
1649,386681012
1650,386681016
1651,386681018
1652,386695004
1653,386859006
1654,386859007
1655,386859019
1656,386859026
1657,386859027
1658,386859028
1659,386859029
1660,386859050
1661,386859053
1662,386859061
1663,387348016
1664,387348018
1665,387348019
1666,387348020
1667,387348021
1668,387348022
1669,387348023
1670,387348025
1671,387348029
1672,387348030
1673,387843035
1674,388573002
1675,388916001
1676,389388001
1677,389479006
1678,389479007
1679,389892002
1680,390469005
1681,390469006
1682,390512001
1683,390512006
1684,390512010
1685,390512011
1686,390512018
1687,390531008
1688,391032005
1689,391032007
1690,391032009
1691,391032010
1692,391598044
1693,391598046
1694,391598061
1695,391598062
1696,391750001
1697,391750011
1698,391750012
1699,391750013
1700,391750015
1701,391750016
1702,391772001
1703,392126003
1704,392168001
1705,392168018
1706,392168029
1707,392168032
1708,392220001
1709,392269007
1710,392269008
1711,392269010
1712,392269011
1713,392269012
1714,392269014
1715,392933006
1716,392938001
1717,392938002
1718,392938024
1719,392938032
1720,392938035
1721,392938036
1722,393447010
1723,393447013
1724,393447015
1725,393447016
1726,393772001
1727,393772011
1728,393772021
1729,393993002
1730,393993004
1731,394292001
1732,394292002
1733,394292006
1734,394292008
1735,394522001
1736,394522003
1737,394798002
1738,394798004
1739,394803004
1740,394803011
1741,395127001
1742,395127006
1743,395127011
1744,395127012
1745,395127028
1746,395127030
1747,395127031
1748,395127036
1749,395127040
1750,395127042
1751,395127043
1752,395575001
1753,395575002
1754,395619001
1755,395619018
1756,395658025
1757,395658031
1758,395658033
1759,395658034
1760,395658035
1761,395658038
1762,395658039
1763,395658040
1764,395658042
1765,395658049
1766,395658050
1767,395658051
1768,395730016
1769,395730020
1770,395730022
1771,395730028
1772,395730029
1773,395730030
1774,395730035
1775,395730036
1776,395730037
1777,395730038
1778,395730039
1779,395730040
1780,395730041
1781,395730042
1782,395730043
1783,395864036
1784,395864046
1785,395864063
1786,395864064
1787,395864065
1788,395864087
1789,396135007
1790,396135008
1791,396135023
1792,396135035
1793,396135040
1794,396135041
1795,396135044
1796,396135045
1797,396135046
1798,396135047
1799,396135048
1800,396135049
1801,396135052
1802,396135058
1803,396135065
1804,396690001
1805,396690010
1806,396690014
1807,396690020
1808,397068001
1809,397068012
1810,397068014
1811,397068015
1812,397068032
1813,397688006
1814,397807002
1815,398074001
1816,398074046
1817,398074048
1818,398074055
1819,398074065
1820,398074069
1821,398089001
1822,398089002
1823,398089004
1824,398089007
1825,398089010
1826,398089014
1827,398089018
1828,398089023
1829,398127007
1830,398814001
1831,398814002
1832,398829001
1833,398829007
1834,398829008
1835,398863005
1836,398863006
1837,398863007
1838,398947002
1839,399036011
1840,399036013
1841,399061007
1842,399061008
1843,399061011
1844,399061012
1845,399061015
1846,399061017
1847,399061018
1848,399061019
1849,399061023
1850,399061026
1851,399061027
1852,399061028
1853,399061032
1854,399061033
1855,399061040
1856,399087001
1857,399087010
1858,399087011
1859,399087014
1860,399087015
1861,399087017
1862,399087019
1863,399087021
1864,399087028
1865,399087029
1866,399087030
1867,399087040
1868,399087042
1869,399087047
1870,399087051
1871,399087054
1872,399136004
1873,399136009
1874,399136011
1875,399136023
1876,399136027
1877,399136033
1878,399136034
1879,399136047
1880,399136053
1881,399136054
1882,399136060
1883,399136061
1884,399136073
1885,399201002
1886,399201005
1887,399201011
1888,399201018
1889,399201020
1890,399201022
1891,399201023
1892,399201024
1893,399201025
1894,399201026
1895,399201031
1896,399201033
1897,399201035
1898,399201042
1899,399201045
1900,399223001
1901,399223004
1902,399223015
1903,399223024
1904,399223025
1905,399223026
1906,399223028
1907,399223029
1908,399223030
1909,399223032
1910,399223033
1911,399223034
1912,399223035
1913,399223052
1914,399223059
1915,399223068
1916,399256001
1917,399256002
1918,399256003
1919,399256005
1920,399256009
1921,399256013
1922,399256018
1923,399256019
1924,399256023
1925,399256030
1926,399256032
1927,399256036
1928,399256037
1929,400246010
1930,400246011
1931,400246014
1932,400246021
1933,400285006
1934,400285009
1935,400285011
1936,400285019
1937,400285020
1938,400285021
1939,400296003
1940,400296010
1941,400296011
1942,400296012
1943,400319005
1944,400342003
1945,400342015
1946,400342025
1947,400342037
1948,400456001
1949,400489036
1950,400901004
1951,400901005
1952,401020001
1953,401020005
1954,401044002
1955,401044004
1956,401044012
1957,401044019
1958,401044020
1959,401044021
1960,401044029
1961,401044031
1962,401044032
1963,401044034
1964,401044037
1965,401044038
1966,401902007
1967,401902008
1968,401902013
1969,402065038
1970,402065039
1971,402065041
1972,402065043
1973,402361006
1974,402382008
1975,402382009
1976,402382010
1977,402389001
1978,402389009
1979,402389010
1980,402389014
1981,402595001
1982,403392002
1983,403392017
1984,403392022
1985,403448007
1986,403448008
1987,403448010
1988,403448019
1989,403479001
1990,403479005
1991,403479007
1992,403479008
1993,403490011
1994,403490012
1995,403490017
1996,403579007
1997,403844006
1998,403844007
1999,403844008
2000,403844009
2001,403844010
2002,403994003
2003,403994005
2004,403994006
2005,404383012
2006,404441004
2007,404441008
2008,404609007
2009,404864012
2010,404864017
2011,404864022
2012,404864023
2013,404864030
2014,404864032
2015,405310005
2016,405310006
2017,405586009
2018,405635001
2019,405636007
2020,405636009
2021,405636011
2022,405636012
2023,405636013
2024,405636014
2025,405636015
2026,405636016
2027,405636018
2028,405636020
2029,405636021
2030,405636022
2031,405636023
2032,405636027
2033,405636029
2034,405636030
2035,405636031
2036,405636038
2037,405636041
2038,405636042
2039,405676023
2040,405887027
2041,405887028
2042,405887029
2043,405887034
2044,405887035
2045,405887036
2046,405887037
2047,406160005
2048,406181002
2049,406724001
2050,406724002
2051,406724003
2052,406724007
2053,406724012
2054,406724016
2055,406724017
2056,406724020
2057,406724022
2058,406724023
2059,406724024
2060,406724025
2061,406724026
2062,406724027
2063,406724028
2064,406979005
2065,407147005
2066,407354004
2067,407354008
2068,407354009
2069,407653001
2070,407653002
2071,407663001
2072,407663008
2073,408104001
2074,408104002
2075,408104012
2076,408104016
2077,408104024
2078,408104028
2079,408554004
2080,408569009
2081,408569010
2082,408571001
2083,408571002
2084,408575004
2085,408647007
2086,408647008
2087,408647009
2088,408647010
2089,408649006
2090,408649007
2091,408649008
2092,408664003
2093,408664007
2094,408664008
2095,408664009
2096,408664010
2097,408875001
2098,408875002
2099,408875009
2100,408875010
2101,408875011
2102,408875013
2103,408875016
2104,408875017
2105,408875018
2106,408875019
2107,408875020
2108,408875021
2109,408875023
2110,408875028
2111,408875030
2112,409683006
2113,409730006
2114,409730007
2115,409731006
2116,410291003
2117,410424012
2118,410549007
2119,410549008
2120,410549009
2121,411013002
2122,411013007
2123,411013010
2124,411413001
2125,411413002
2126,411413004
2127,411413008
2128,411413010
2129,411413014
2130,411413017
2131,411413020
2132,411413021
2133,411413022
2134,411413023
2135,411499001
2136,411565002
2137,411565004
2138,411565007
2139,411569001
