itemid,new_id
676065001,283
680811002,284
351484014,285
573085010,286
504154020,287
636455030,288
613457002,289
597059004,290
711871001,291
399201020,292
562252028,293
399201005,294
399201002,295
653567001,296
706016002,297
691764005,298
456163031,299
706016003,300
609719001,301
568571002,302
651558005,303
532578009,304
663942002,305
626587004,306
585812001,307
567728006,308
567729004,309
351484002,310
585158001,311
621760005,312
634608001,313
615936002,314
621759002,315
585130001,316
600886002,317
536139038,318
673900002,319
692688001,320
716258001,321
687629001,322
633978001,323
669303001,324
448509017,325
732211001,326
541518004,327
677809001,328
662866002,329
530863003,330
669679001,331
514869001,332
516789002,333
647983001,334
536475002,335
662866005,336
662866001,337
696512001,338
539723007,339
663744002,340
670698001,341
677999001,342
664072001,343
663744001,344
539723005,345
181448104,346
662909001,347
694194001,348
567535008,349
622961001,350
662230001,351
649437002,352
682550001,353
683147002,354
640241001,355
661650004,356
547857002,357
614848003,358
592241004,359
657227003,360
621522013,361
403448008,362
689166001,363
485673033,364
567816001,365
564358023,366
719136003,367
680712001,368
683476001,369
639258001,370
682509001,371
681174001,372
624939001,373
660009005,374
617036002,375
560030020,376
426013024,377
675864002,378
324946001,379
413707021,380
662888002,381
537116001,382
610274004,383
719469002,384
717467003,385
706016001,386
604100002,387
643628008,388
644627001,389
527575001,390
237347037,391
712425003,392
689564001,393
637255001,394
628788001,395
351933051,396
667445002,397
708352004,398
708352001,399
690498005,400
564314040,401
564314019,402
714746001,403
715828004,404
561814002,405
724905001,406
661399003,407
695542005,408
562245004,409
562245025,410
694462001,411
547747001,412
487722001,413
542677002,414
399061015,415
682936002,416
701265003,417
724244001,418
734729001,419
685689001,420
717067002,421
448515018,422
252298002,423
535388008,424
652337001,425
628816002,426
414577001,427
607834004,428
688873011,429
731130001,430
318066014,431
701046001,432
620945002,433
673638001,434
521269001,435
725552001,436
663465003,437
532578017,438
718328003,439
722349006,440
732387001,441
674002001,442
589249002,443
623632002,444
576775009,445
554704005,446
564334002,447
632534002,448
622314001,449
667491005,450
671852003,451
628930001,452
629764003,453
700761001,454
504155018,455
667509002,456
399087030,457
626816009,458
399136009,459
731160005,460
686587001,461
696510001,462
609282001,463
747099001,464
674606001,465
623474001,466
446224014,467
633152001,468
658030011,469
690933004,470
680264003,471
562245006,472
700104002,473
655791004,474
589440002,475
643358001,476
749989001,477
696779001,478
546562001,479
548659005,480
663312001,481
683147001,482
697516001,483
632494001,484
516712005,485
697054004,486
647355002,487
660308011,488
622743001,489
704406001,490
712411001,491
506321009,492
693242003,493
687016002,494
529953001,495
713194001,496
615808003,497
653428002,498
723529001,499
678861002,500
356289005,501
663034003,502
699680001,503
622745001,504
611144009,505
662108002,506
652008001,507
633304001,508
659114004,509
629023002,510
651490001,511
633740007,512
699240001,513
639714001,514
721021001,515
728789001,516
568601007,517
666581001,518
724942001,519
630145006,520
677931001,521
589924011,522
589924010,523
662888004,524
690066001,525
668075005,526
676065002,527
710953002,528
599832002,529
732376002,530
596097002,531
740450002,532
681196001,533
681196002,534
685673001,535
621525003,536
708060001,537
621525002,538
632462005,539
657157001,540
624123003,541
701694001,542
699361004,543
679285007,544
679280003,545
679278003,546
647484002,547
629061003,548
661166006,549
661166007,550
669682006,551
699077002,552
699075002,553
569847001,554
699907001,555
465655010,556
671049001,557
683001005,558
341242006,559
341242001,560
468480025,561
636359002,562
552570008,563
587782004,564
700974002,565
682242001,566
647190001,567
657200001,568
567884001,569
588436002,570
297796002,571
723469001,572
110065001,573
699955001,574
355569002,575
507883009,576
464297021,577
568689002,578
723408001,579
624494001,580
612182005,581
639091008,582
639091005,583
609334002,584
399201023,585
399087010,586
622600002,587
609332002,588
625939003,589
655792005,590
628568002,591
685848008,592
621759009,593
712838006,594
656728002,595
639769001,596
633809001,597
708588001,598
767702001,599
696512002,600
678707002,601
702782002,602
720329001,603
680264001,604
711714001,605
686265002,606
496573002,607
710685004,608
707075002,609
713784001,610
694671001,611
713784002,612
689038001,613
689040001,614
396135041,615
396135046,616
203027045,617
688873003,618
607834003,619
721390002,620
663034002,621
697292002,622
579541004,623
732017001,624
637307002,625
577935004,626
648911001,627
565338002,628
473954006,629
469658009,630
605094021,631
628813006,632
628813002,633
495573002,634
473954008,635
647823002,636
683020004,637
573716002,638
561445005,639
702657002,640
661007001,641
705966004,642
682253002,643
696931001,644
562245018,645
553611006,646
699077001,647
699075001,648
660327002,649
741215001,650
667507002,651
697054014,652
595080001,653
673901009,654
630714001,655
557248001,656
644251001,657
633977002,658
735829001,659
703576001,660
693366001,661
399087011,662
399087014,663
449263005,664
449263031,665
449263003,666
667507003,667
630326001,668
554598010,669
607390004,670
399223026,671
651893003,672
554598026,673
640613001,674
554598001,675
709407001,676
539724003,677
539291002,678
700817001,679
708352005,680
505882002,681
713380005,682
722438001,683
569999007,684
691717003,685
717059002,686
596270004,687
523936012,688
684325001,689
615054002,690
622238014,691
634333001,692
495573018,693
607705002,694
607705005,695
725552002,696
562498004,697
666735001,698
648649001,699
676994005,700
533261011,701
641071005,702
453239034,703
646552001,704
587524002,705
660308001,706
684971004,707
622094002,708
660308005,709
685273004,710
546892001,711
565200032,712
562824001,713
606987001,714
684818004,715
636407003,716
715252001,717
678691002,718
693242005,719
655446009,720
628979001,721
629095002,722
565379001,723
736062002,724
708845002,725
693242002,726
728055001,727
685974001,728
695632032,729
711440002,730
746322001,731
662773004,732
684105001,733
613666003,734
620424025,735
659322001,736
756624002,737
606714001,738
539723042,739
543169003,740
611062002,741
669605003,742
685904001,743
643307001,744
580301002,745
446224016,746
685968001,747
568597021,748
683566001,749
619808002,750
685969001,751
673638005,752
663567001,753
717674001,754
673638007,755
620951001,756
660599002,757
676352001,758
683356004,759
147339034,760
462435007,761
643564001,762
568149006,763
546565005,764
589491001,765
456163026,766
372860001,767
464908002,768
694772003,769
706747001,770
723109001,771
694131002,772
694131004,773
733931003,774
403448007,775
693246005,776
399136073,777
633870001,778
660367002,779
576689001,780
676512003,781
695632007,782
752945001,783
597752001,784
680832003,785
681156002,786
676116001,787
693280002,788
567657010,789
643999001,790
669895001,791
717063003,792
637643003,793
710109001,794
453239037,795
642425004,796
659222002,797
630145002,798
645371001,799
659243001,800
678689001,801
638635001,802
652730004,803
630313006,804
660102001,805
630313008,806
641914011,807
647416003,808
647416002,809
647416001,810
700851002,811
266875001,812
632651003,813
615018001,814
687940003,815
700851001,816
607833003,817
465655017,818
624701001,819
708352002,820
571092001,821
653114002,822
695318002,823
658242001,824
552826024,825
655403004,826
681247002,827
708352003,828
712398001,829
401044029,830
670949002,831
633916005,832
738224001,833
731146004,834
708993002,835
626587010,836
636392001,837
556546001,838
665811001,839
639836002,840
580894004,841
584449002,842
572187001,843
679972003,844
696428002,845
554541001,846
554141004,847
556527010,848
633741004,849
554141003,850
750963001,851
547349002,852
639738001,853
398089007,854
716014002,855
539723040,856
669809001,857
688558008,858
639576002,859
633135005,860
690623004,861
686631001,862
680790002,863
678963010,864
624216001,865
642437006,866
666578006,867
607427003,868
525518006,869
540277007,870
490113003,871
571436010,872
681358002,873
396135007,874
630319001,875
633470002,876
612481001,877
524061003,878
651456004,879
396135008,880
719957006,881
630116018,882
366686011,883
366686005,884
626441007,885
626441005,886
592975011,887
352811025,888
665725002,889
633171002,890
645422001,891
637676002,892
428291001,893
691989002,894
341129001,895
657628001,896
683662005,897
565379002,898
699361001,899
697054002,900
721609001,901
709407002,902
715624003,903
179950001,904
664461002,905
640174002,906
502186011,907
697054003,908
719474003,909
651368005,910
651369005,911
651369002,912
651368002,913
651369001,914
651368001,915
611151001,916
573085028,917
627107001,918
575172001,919
665089002,920
727548001,921
707082002,922
599773010,923
573937001,924
740606001,925
727917001,926
728162001,927
581781010,928
469137001,929
687036009,930
712409005,931
611024001,932
677999003,933
723667002,934
688873014,935
628930008,936
562245046,937
690933001,938
562245062,939
606994003,940
683662011,941
524825012,942
201219001,943
685196001,944
399136027,945
717157001,946
719048001,947
643200001,948
297067002,949
657203002,950
651334006,951
651082011,952
705731002,953
680912017,954
646768001,955
708067001,956
648719001,957
646551001,958
617322004,959
674528003,960
617322003,961
368979001,962
684824002,963
669674001,964
665851004,965
681657001,966
705407001,967
690624002,968
529008003,969
675827004,970
179208001,971
665095005,972
554450028,973
663355003,974
748225001,975
657913002,976
660618002,977
524825013,978
496111020,979
146730001,980
663827004,981
660327001,982
671502001,983
635742002,984
252298006,985
558981018,986
680597010,987
579010017,988
694297006,989
628621001,990
624383005,991
645485001,992
613246002,993
678291005,994
661162001,995
733931002,996
639677002,997
581777008,998
182909001,999
720756001,1000
399256005,1001
399256030,1002
625518004,1003
224606019,1004
639836004,1005
552826039,1006
564786017,1007
563313003,1008
607284003,1009
637661002,1010
664647006,1011
700758001,1012
697493001,1013
684053001,1014
667999003,1015
500133020,1016
554541009,1017
567822001,1018
705792001,1019
689040002,1020
693243003,1021
519847011,1022
658030005,1023
697981001,1024
620963003,1025
551370001,1026
620963002,1027
620945003,1028
685417003,1029
632177002,1030
608776001,1031
536139029,1032
752661004,1033
644763001,1034
681569001,1035
637477001,1036
652229001,1037
658240001,1038
624257006,1039
578023001,1040
588593001,1041
649662002,1042
678415006,1043
249136011,1044
673707002,1045
652886001,1046
649437010,1047
680262003,1048
713602002,1049
647423003,1050
696019001,1051
686587004,1052
685284002,1053
671497001,1054
244267028,1055
656890002,1056
615021015,1057
565338009,1058
580770001,1059
543054005,1060
646734001,1061
514482001,1062
635190001,1063
673396002,1064
618800002,1065
618800007,1066
618800001,1067
547780001,1068
580770008,1069
564787001,1070
496159006,1071
696952001,1072
708907003,1073
637515010,1074
676990001,1075
693243002,1076
554450004,1077
641741001,1078
678487001,1079
569929001,1080
188183020,1081
571706003,1082
615941006,1083
669812001,1084
716258002,1085
253176016,1086
677711003,1087
559715009,1088
616088002,1089
610840005,1090
621760008,1091
675407002,1092
699197002,1093
586677002,1094
665532001,1095
697832002,1096
442633006,1097
669900002,1098
636378003,1099
699523001,1100
583417002,1101
660002001,1102
586664004,1103
667914002,1104
629207002,1105
682672001,1106
689365017,1107
529012025,1108
634386001,1109
620963001,1110
679278004,1111
679278002,1112
574874004,1113
647423001,1114
681592001,1115
667168001,1116
695458001,1117
516000034,1118
549639003,1119
660712007,1120
552473036,1121
426019008,1122
704629002,1123
573856023,1124
688678001,1125
616849016,1126
588689005,1127
655265003,1128
626815001,1129
635741001,1130
556260007,1131
652361002,1132
567626001,1133
687753001,1134
640373001,1135
657512002,1136
355072001,1137
677932002,1138
538993007,1139
683356003,1140
695542007,1141
669882001,1142
703547001,1143
683662017,1144
633152003,1145
624257005,1146
654592001,1147
599374004,1148
335037001,1149
593290002,1150
701149004,1151
665277002,1152
674010003,1153
682006003,1154
605970005,1155
355072002,1156
621381010,1157
456163034,1158
543054014,1159
665703001,1160
685193001,1161
650682001,1162
537350008,1163
687335002,1164
716099003,1165
657510001,1166
709007001,1167
729928002,1168
542402001,1169
664074010,1170
714582003,1171
546721005,1172
543054013,1173
632516001,1174
538706001,1175
714582004,1176
591334019,1177
707135005,1178
681919001,1179
631590002,1180
628813003,1181
680912016,1182
652742003,1183
713032001,1184
716956001,1185
400246021,1186
399087015,1187
400246010,1188
400246014,1189
558986003,1190
664647007,1191
397068014,1192
558945002,1193
671632001,1194
480093001,1195
400342037,1196
655434003,1197
637141005,1198
623632001,1199
634444001,1200
564786001,1201
678695001,1202
661399001,1203
576636002,1204
615726003,1205
561617005,1206
558986005,1207
558986006,1208
637499002,1209
633136017,1210
189654001,1211
611415001,1212
464297007,1213
681376001,1214
327310002,1215
674606002,1216
560268001,1217
725929001,1218
639677001,1219
624959006,1220
410549008,1221
554640001,1222
699624004,1223
661910001,1224
554479003,1225
698328002,1226
621381011,1227
667499012,1228
598806012,1229
661815001,1230
732412003,1231
681002003,1232
702774001,1233
678962001,1234
612891005,1235
665329001,1236
666045001,1237
537346026,1238
657924002,1239
519749004,1240
596365001,1241
522043004,1242
613459003,1243
565379021,1244
615042004,1245
631418003,1246
358483007,1247
522374002,1248
572128002,1249
631418002,1250
538813002,1251
678687013,1252
300024006,1253
377277002,1254
666204002,1255
377277001,1256
650951002,1257
649895001,1258
566147001,1259
650951001,1260
618778001,1261
637549002,1262
496159002,1263
610776002,1264
650365001,1265
669552002,1266
670244001,1267
658852002,1268
660500001,1269
660490002,1270
676595001,1271
678253001,1272
633148017,1273
689572001,1274
720106001,1275
552826029,1276
599502009,1277
710368001,1278
611815001,1279
657925003,1280
733931001,1281
485542011,1282
611503004,1283
611503017,1284
696996001,1285
611503006,1286
512251003,1287
562245057,1288
707135001,1289
679484001,1290
562245005,1291
504154022,1292
674002003,1293
683596002,1294
638039001,1295
519588003,1296
661306005,1297
678896001,1298
540269002,1299
594978031,1300
620319010,1301
547607009,1302
604837004,1303
566289001,1304
594978030,1305
604837005,1306
566288001,1307
361531002,1308
646756001,1309
584601001,1310
604837007,1311
594978029,1312
562327001,1313
625818001,1314
660369005,1315
683576001,1316
672598002,1317
718501001,1318
672598001,1319
728146001,1320
189626001,1321
297078001,1322
669215002,1323
687331005,1324
517921005,1325
607834001,1326
508156030,1327
624042004,1328
597510003,1329
403844007,1330
639284001,1331
699208002,1332
519583013,1333
519583028,1334
519583008,1335
536968001,1336
576775012,1337
605998003,1338
348870008,1339
504154003,1340
509091022,1341
670634001,1342
564418002,1343
681174002,1344
557248003,1345
685814001,1346
501616009,1347
625543001,1348
722475005,1349
654951002,1350
500357002,1351
501722005,1352
392938002,1353
625518001,1354
625969003,1355
641525001,1356
627769009,1357
408104002,1358
623115001,1359
696015002,1360
678558002,1361
708671001,1362
568625002,1363
610665001,1364
689047001,1365
690633001,1366
713032002,1367
674400001,1368
675069001,1369
615092001,1370
641643001,1371
495573019,1372
648449001,1373
631059002,1374
669882004,1375
657415003,1376
657795005,1377
309864011,1378
651490005,1379
650698001,1380
554541002,1381
265071020,1382
685145002,1383
689317001,1384
555837002,1385
687725003,1386
686026001,1387
682762001,1388
573085004,1389
672625006,1390
591334003,1391
583534002,1392
717664003,1393
591334032,1394
710951001,1395
541313006,1396
740429001,1397
625311006,1398
638628002,1399
719239001,1400
685825002,1401
666046005,1402
692002003,1403
693764002,1404
680846001,1405
637515005,1406
621381001,1407
694589005,1408
624486001,1409
575141004,1410
581452002,1411
156231001,1412
610776001,1413
671625001,1414
677809002,1415
624486002,1416
447694008,1417
447694015,1418
649057002,1419
664122003,1420
717779001,1421
637667004,1422
696987001,1423
655403001,1424
668537002,1425
697495001,1426
685844002,1427
666044001,1428
600229001,1429
699283001,1430
692392001,1431
534164002,1432
479227018,1433
711106001,1434
683880002,1435
564787011,1436
630116005,1437
684588008,1438
661417001,1439
445419001,1440
586307004,1441
630116006,1442
684588002,1443
522918006,1444
698796001,1445
469562021,1446
606107001,1447
433444007,1448
582659004,1449
653053001,1450
693956003,1451
719409001,1452
561067001,1453
189616009,1454
189616008,1455
552471019,1456
650677004,1457
551045044,1458
562252040,1459
520427007,1460
695908001,1461
700931003,1462
721762001,1463
633136019,1464
679824002,1465
607833002,1466
509042001,1467
588659001,1468
588659005,1469
588659002,1470
621753006,1471
593107008,1472
341452001,1473
717061001,1474
591088002,1475
583362002,1476
711463001,1477
583362001,1478
659848001,1479
707167001,1480
752228002,1481
674492003,1482
611584001,1483
372008001,1484
637280003,1485
670155001,1486
713828003,1487
745836001,1488
699358002,1489
705966001,1490
537116004,1491
501323007,1492
399223029,1493
685848003,1494
685814003,1495
681795002,1496
401044012,1497
650500003,1498
689564002,1499
684588003,1500
615959005,1501
581709006,1502
536410001,1503
651558012,1504
692425004,1505
504113023,1506
711344003,1507
525335003,1508
554811014,1509
504113026,1510
610234001,1511
725881004,1512
702443001,1513
547937001,1514
646085002,1515
613459012,1516
411413017,1517
563034001,1518
506632002,1519
769400002,1520
705244001,1521
539878001,1522
715310002,1523
683356001,1524
579541001,1525
579541052,1526
718316001,1527
562245063,1528
675408001,1529
714582005,1530
675070013,1531
635040001,1532
408554004,1533
639357001,1534
740324001,1535
512251008,1536
663970001,1537
547058001,1538
663970005,1539
675827005,1540
740564007,1541
674065001,1542
543054010,1543
664917002,1544
635789002,1545
717490015,1546
581359002,1547
651841001,1548
625818003,1549
610274009,1550
535488014,1551
399223004,1552
585000002,1553
683572003,1554
316657013,1555
730857006,1556
690618001,1557
523936032,1558
490113004,1559
610776037,1560
610776024,1561
703781002,1562
618899006,1563
549252001,1564
579837002,1565
670707001,1566
562245034,1567
194037001,1568
694002002,1569
685689002,1570
665349004,1571
542443004,1572
662905001,1573
699265001,1574
669429002,1575
536139012,1576
487750033,1577
680846004,1578
741293003,1579
693772002,1580
537688015,1581
455832001,1582
537688014,1583
678686003,1584
668537001,1585
704630001,1586
693764009,1587
641748011,1588
678646004,1589
655259002,1590
663465004,1591
677930026,1592
741357001,1593
661797003,1594
670334008,1595
580482002,1596
633929005,1597
674336007,1598
545929003,1599
684273002,1600
622094001,1601
611453002,1602
715424001,1603
684272001,1604
201219012,1605
678073002,1606
561445026,1607
529008026,1608
705368001,1609
692721002,1610
694030001,1611
681274002,1612
667357002,1613
684340002,1614
532123001,1615
681592002,1616
700746002,1617
679280004,1618
699361007,1619
648796001,1620
630319002,1621
689038002,1622
629381001,1623
694589001,1624
633136009,1625
732858002,1626
769400001,1627
702782001,1628
606136002,1629
769400003,1630
660599001,1631
717060001,1632
580331003,1633
661408002,1634
578020003,1635
615307002,1636
660624001,1637
615434002,1638
626441004,1639
548467003,1640
685647001,1641
673695001,1642
507909001,1643
592174001,1644
624148001,1645
691546002,1646
700910001,1647
111565001,1648
529012024,1649
701030001,1650
634386002,1651
539197011,1652
629764001,1653
660500002,1654
110065011,1655
671612002,1656
685848005,1657
715554002,1658
521817002,1659
629042002,1660
690498002,1661
683020001,1662
513701008,1663
608850008,1664
589556007,1665
622444003,1666
654921001,1667
650458003,1668
717098001,1669
540768002,1670
540768012,1671
679981001,1672
733318001,1673
577512008,1674
561303013,1675
488016013,1676
680912005,1677
568601006,1678
664074007,1679
568593005,1680
644762004,1681
613456001,1682
708308003,1683
355569001,1684
556528006,1685
648366002,1686
488016012,1687
675517001,1688
681657003,1689
556528011,1690
594987002,1691
594542020,1692
622878014,1693
594542003,1694
561303001,1695
648842002,1696
568597018,1697
540277012,1698
653499002,1699
663176006,1700
585812002,1701
578430004,1702
578430002,1703
620754002,1704
556438001,1705
589222003,1706
558070008,1707
606800001,1708
589222005,1709
305931001,1710
399136023,1711
351933001,1712
597891002,1713
735974001,1714
717082001,1715
325542020,1716
575141001,1717
681657002,1718
506191003,1719
671515003,1720
662574001,1721
719568001,1722
595194001,1723
627108001,1724
632803012,1725
714582001,1726
548388014,1727
610744007,1728
552370010,1729
567968002,1730
552370007,1731
710366002,1732
464454017,1733
636418001,1734
528164001,1735
520025002,1736
614010004,1737
666037001,1738
148033001,1739
615141003,1740
687270001,1741
689985002,1742
690616001,1743
704042001,1744
581298001,1745
665717001,1746
671852002,1747
228257001,1748
542551001,1749
696175001,1750
537961001,1751
626380002,1752
497225005,1753
537961002,1754
707772002,1755
641748006,1756
694966001,1757
625624003,1758
679494005,1759
690115002,1760
675853003,1761
624690001,1762
696177001,1763
646514002,1764
687314001,1765
624674006,1766
559177001,1767
669105001,1768
673799003,1769
547937008,1770
611020013,1771
616598005,1772
578113002,1773
624723003,1774
630116007,1775
634320006,1776
659832004,1777
635280002,1778
369796027,1779
685468002,1780
526512004,1781
588772002,1782
740237001,1783
399223001,1784
181448022,1785
663743001,1786
707613002,1787
725676001,1788
704526001,1789
671057006,1790
661888002,1791
618655005,1792
496111017,1793
686259001,1794
673630003,1795
555364003,1796
595696017,1797
305304008,1798
633377001,1799
712838005,1800
621757003,1801
740801001,1802
680187002,1803
605939004,1804
643985003,1805
639677004,1806
696122001,1807
644783001,1808
647190003,1809
615141002,1810
625179002,1811
696122002,1812
732419001,1813
675070002,1814
594834010,1815
690917003,1816
663015002,1817
694968005,1818
534164003,1819
657925002,1820
479604007,1821
651724003,1822
720821001,1823
725327001,1824
639835005,1825
654046003,1826
562252001,1827
562252010,1828
567499001,1829
573626001,1830
685054001,1831
621248001,1832
644803002,1833
675139003,1834
626168001,1835
703843001,1836
644803001,1837
609174001,1838
588689001,1839
652972001,1840
522638007,1841
698949003,1842
665506001,1843
686406004,1844
485240001,1845
464679010,1846
572955001,1847
671027002,1848
667442001,1849
570781003,1850
512251004,1851
608776002,1852
671453002,1853
561817001,1854
667216002,1855
657497011,1856
563210002,1857
700819002,1858
606522001,1859
659982001,1860
531310002,1861
650505002,1862
582216001,1863
731341001,1864
693243001,1865
704882001,1866
649437009,1867
572797001,1868
572797002,1869
426013023,1870
666158001,1871
671659002,1872
684212001,1873
605690001,1874
610184002,1875
542464001,1876
654700001,1877
640252001,1878
662888001,1879
637673005,1880
451019010,1881
664122002,1882
569244002,1883
463970021,1884
714425001,1885
663679001,1886
640159001,1887
687260001,1888
676539001,1889
709726001,1890
577512001,1891
542695004,1892
700765001,1893
634009009,1894
673799002,1895
693246002,1896
712587004,1897
717490005,1898
548926001,1899
637268009,1900
684971001,1901
636323001,1902
610776032,1903
568838005,1904
623993003,1905
653336005,1906
680912011,1907
680846002,1908
655225001,1909
253448001,1910
704048006,1911
458543001,1912
645065014,1913
651558021,1914
464454004,1915
665233001,1916
509138001,1917
717673002,1918
732114003,1919
664190001,1920
675359003,1921
648738016,1922
756628001,1923
634591002,1924
680659001,1925
676994001,1926
673930001,1927
673552001,1928
622962002,1929
547390001,1930
568301006,1931
457892003,1932
504154033,1933
457892005,1934
633929002,1935
695632002,1936
615939001,1937
708085001,1938
695545001,1939
691750001,1940
691750004,1941
637131001,1942
561817002,1943
664319008,1944
698272001,1945
637031001,1946
501323008,1947
599502017,1948
377436014,1949
630022002,1950
673901001,1951
531615001,1952
677304002,1953
679285001,1954
688037004,1955
635888001,1956
724729001,1957
524825010,1958
663515001,1959
637673006,1960
702292002,1961
678291003,1962
668321002,1963
488546008,1964
724841001,1965
583534013,1966
679853006,1967
611265002,1968
666040002,1969
564334005,1970
642223001,1971
668815001,1972
569526002,1973
567993016,1974
620036002,1975
568800005,1976
620036001,1977
200182001,1978
636238001,1979
598859003,1980
610776020,1981
399223024,1982
610730007,1983
662369017,1984
652356011,1985
573652001,1986
646536001,1987
691764006,1988
673917001,1989
696084001,1990
712406006,1991
677561001,1992
179950017,1993
677561004,1994
693238001,1995
684712001,1996
633131002,1997
663970002,1998
615566001,1999
589662001,2000
609206001,2001
502645001,2002
630672001,2003
605859003,2004
740324002,2005
531526002,2006
549131001,2007
743047002,2008
351933029,2009
622598001,2010
573704001,2011
559649001,2012
577249005,2013
687722001,2014
657135001,2015
349080001,2016
570319021,2017
417951005,2018
471714028,2019
585355001,2020
471714014,2021
652938002,2022
690183001,2023
662696003,2024
650517001,2025
697493002,2026
559139003,2027
629040001,2028
564792011,2029
741342005,2030
678692002,2031
714826005,2032
552041001,2033
470789018,2034
533981004,2035
301517004,2036
680263001,2037
695449001,2038
690222002,2039
702293001,2040
708730003,2041
708730005,2042
699080001,2043
699081001,2044
687033002,2045
678691003,2046
537722004,2047
552041004,2048
671612003,2049
640129002,2050
677967002,2051
648868001,2052
648562002,2053
552041003,2054
656031002,2055
572400022,2056
673572001,2057
669552001,2058
436570021,2059
619966002,2060
620168002,2061
581154003,2062
469682004,2063
566140001,2064
672228002,2065
532224001,2066
585146001,2067
304786006,2068
666743001,2069
630714002,2070
713746001,2071
685449001,2072
569981004,2073
449897040,2074
628816003,2075
613246004,2076
679725003,2077
687331006,2078
218354001,2079
572480004,2080
674890001,2081
461327001,2082
552711005,2083
552711004,2084
708285003,2085
708285002,2086
518526002,2087
699083001,2088
556849010,2089
659408002,2090
483737006,2091
403479001,2092
644534002,2093
542965002,2094
518526003,2095
688705003,2096
709167001,2097
699752001,2098
703279003,2099
688705001,2100
508931030,2101
567820001,2102
659408004,2103
542965007,2104
547752004,2105
698987001,2106
554011001,2107
599182002,2108
669906001,2109
469137012,2110
677930015,2111
688558004,2112
316441024,2113
563976004,2114
558981016,2115
627175003,2116
627047003,2117
558981017,2118
626263024,2119
598598001,2120
333323018,2121
593434004,2122
613666002,2123
316441001,2124
530945001,2125
433414028,2126
636421001,2127
647680002,2128
701078004,2129
665235001,2130
539878003,2131
673799001,2132
652045001,2133
569562005,2134
615727003,2135
738087001,2136
577513001,2137
665212001,2138
587748004,2139
